index,source,target
10,"≪Hunter Basics≫
Secret Wyvern Long Sword{j}5 Velociprey{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}教官{j}我輩だ。教官だ！
このクエストでは、クリアの
条件がランポス５頭の討伐と
なっている。ひと通り武器の
操作を覚えたら、肩慣らしに
いっちょ戦ってみるがいい！
青い鱗を目印に探すのだぞ！",
11,"≪Hunter Basics≫
Secret Wyvern Hunting Horn{j}5 Velociprey{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}教官{j}我輩だ。教官だ！
このクエストでは、クリアの
条件がランポス５頭の討伐と
なっている。ひと通り武器の
操作を覚えたら、肩慣らしに
いっちょ戦ってみるがいい！
青い鱗を目印に探すのだぞ！",
12,"≪Hunter Basics≫
Secret Wyvern Gunlance{j}5 Velociprey{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}教官{j}我輩だ。教官だ！
このクエストでは、クリアの
条件がランポス５頭の討伐と
なっている。ひと通り武器の
操作を覚えたら、肩慣らしに
いっちょ戦ってみるがいい！
青い鱗を目印に探すのだぞ！",
13,"≪Hunter Basics≫
Secret Wyvern Light Bowgun{j}5 Velociprey{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}教官{j}我輩だ。教官だ！
このクエストでは、クリアの
条件がランポス５頭の討伐と
なっている。ひと通り武器の
操作を覚えたら、肩慣らしに
いっちょ戦ってみるがいい！
青い鱗を目印に探すのだぞ！",
14,"≪Hunter Basics≫
Secret Wyvern Heavy Bowgun{j}5 Velociprey{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}教官{j}我輩だ。教官だ！
このクエストでは、クリアの
条件がランポス５頭の討伐と
なっている。ひと通り武器の
操作を覚えたら、肩慣らしに
いっちょ戦ってみるがいい！
青い鱗を目印に探すのだぞ！",
15,"≪Hunter Basics≫
Secret Wyvern Bow{j}5 Velociprey{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}教官{j}我輩だ。教官だ！
このクエストでは、クリアの
条件がランポス５頭の討伐と
なっている。ひと通り武器の
操作を覚えたら、肩慣らしに
いっちょ戦ってみるがいい！
青い鱗を目印に探すのだぞ！",
16,"≪Hunter Basics≫
Stealing Secret Wyvern Eggs{j}Deliver 1 Carnivore Egg{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}教官{j}我輩だ。教官だ！
卵を持っているときに攻撃を
受けると、卵は割れてしまう
のだ。{K073}{K080}{K068}{K069}を使って視点
を動かし、周囲に気を配れ！
さらに、スタミナが切れても
落っことしてしまうからな！",
17,"≪Hunter Basics≫
Secret Wyvern Hunting{j}Hunt 1 Velocidrome{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}教官{j}我輩だ。教官だ！
≪ドスランポス≫との戦いが
始まるぞ！支給したアイテム
を駆使し、全力で狩猟せよ！
討伐に慣れたら、≪捕獲≫の
練習もしておくのだ。捕獲を
知れば狩りの幅が広がるぞ！",
18,"≪Dream Quest≫
Dream Training Details{j}Nothing but a dream…{j}Too sleepy to care…{j}It's all but a dream…{j}Practice forever or until
you get bored.{j}Tired of practicing{j}自分{j}ご主人様〜
頑張ってるかミャ〜
夢なら体力は減らないから、
本能の赴くままに練習が
できるミャ〜
時間は１５分だミャ〜
飽きたら≪キャンプマーク≫
に向かうんだミャ〜
すぐに起こしてあげるミャ〜",
19,"≪Hunter Basics≫
Tonfa Details{j}Hunt 1 Rathian{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}教官{j}我輩だ。教官だ！
早速だが≪穿龍棍≫について
指導するぞ！
いち早く≪穿龍棍≫に慣れる
ために、一度は受注して
ほしい。
武器は≪試作型穿龍棍≫が
貸与されるぞ！",
20,"≪Dream Quest≫
Dream Training Details{j}Nothing but a dream…{j}Too sleepy to care…{j}It's all but a dream…{j}Practice forever or until
you get bored.{j}Tired of practicing{j}自分{j}ご主人様〜
頑張ってるかミャ〜
夢なら体力は減らないから、
本能の赴くままに練習が
できるミャ〜
時間は１５分だミャ〜
飽きたら≪キャンプマーク≫
に向かうんだミャ〜
すぐに起こしてあげるミャ〜",
21,"≪Hunter Basics≫
Switch Axe F Details{j}Hunt 1 Rathian{j}None{j}None{j}Achieve Main Objective{j}Faint 3 times
Time Runs out{j}教官{j}我輩だ。教官だ！
早速だが≪剣斧≫について
指導するぞ！
いち早く≪剣斧≫に慣れる
ために、一度は受注して
ほしい。",
22,"≪Dream Quest≫
Dream Training Details{j}Nothing but a dream…{j}Too sleepy to care…{j}It's all but a dream…{j}Practice forever or until
you get bored.{j}Tired of practicing{j}自分{j}ご主人様〜
頑張ってるかミャ〜
夢なら体力は減らないから、
本能の赴くままに練習が
できるミャ〜
時間は１５分だミャ〜
飽きたら≪キャンプマーク≫
に向かうんだミャ〜
すぐに起こしてあげるミャ〜",
23,"≪Hunting Quest≫
Fishing Weather! Fish Romance!{j}Deliver 5 Pin Tuna{j}Deliver 5 Specialty Mushroom{j}Deliver 1 Lg Pin Tuna{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}ハリマグロを釣り上げる
ことが演習の目的だ！！
まずは、釣りエサを探す事から
はじめるのがいいだろう！
特産キノコを集めてきたら
釣りエサを届けてやるぞ！",
24,"≪Hunting Quest≫
Hunt! Gather! Bugcatching!{j}25 Vespoid{j}Deliver 10 Spice Worm{j}Deliver 8 Monster Fluid{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}密林に大量発生したランゴスタ
を討伐するのが演習の目的だ！
１匹ずつ倒すのがつらいなら
毒けむり玉を作ってみるのも
いい方法だぞ！",
25,"≪Hunting Quest≫
Stop the Desert Gang!{j}3 Cephalos{j}Deliver 4 Rumblefish{j}Deliver 10 Genprey Fang{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}砂漠を暴走するガレオス討伐が
今回の演習の目的だ！
砂にもぐるガレオスを、いかに
うまく引きずり出せるかが
高得点へのカギになるぞ！",
26,"≪Hunting Quest≫
Herbivore Egg Hunt!{j}Deliver 2 Herbivore Egg{j}Deliver 2 Piscine Fang{j}Deliver 10 Sliced Cactus{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}栄養満点の草食竜の卵を採って
くるのが演習の目的だ！
…だが卵への道のりは非常に
長いモノとなるだろう。ゆえに
他の者が諦めて置いていった卵
が何処かにあるかもしれんな。",
27,"≪Hunting Quest≫
Hunt the Jungle Queen!{j}Hunt 1 Rathian{j}Deliver 1 Wyvern Egg{j}Deliver 4 Knife Mackerel{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}密林の女王リオレイアの狩猟が
この演習の目的だ！サブを達成
して支給品を獲得するもよし、
自力で狩猟用のアイテムを作り
出すもよし！全ては貴様次第！
健闘を祈っているぞ！",
28,"≪Hunting Quest≫
Hunting! Hunting! And Hunting!{j}40 Giaprey{j}Deliver 7 Kelbi Horn{j}4 Blango{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}雪山に生息する≪ギアノス≫を
討伐するのが演習の目的だ！
…だが困ったことに、ギアノス
がほとんどいないのだ。
何処かに隠れているのかも…
決して我輩のミスではないぞ！",
29,"≪Hunting Quest≫
Moving Boulder in the Oasis!?{j}1 Daimyo Hermitaur{j}6 Ceanataur{j}Deliver 5 Killer Beetle{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}砂漠のオアシスにダイミョウ
ザザミが巣くっているので
それを討伐してきて欲しい！
ヤオザミも大量に繁殖している
らしいので、注意しろよ！
囲まれたら逃げるんだぞ！",
30,"≪Hunting Quest≫
Delicacy! Eat Carnivore Eggs!{j}Deliver 1 Carnivore Egg{j}Hunt 1 Blangonga{j}Deliver 8 Ice Crystal{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}今回の演習は、
肉食竜の卵１個の納品だ！
肉食竜の卵はなかなかの珍味
…酒のサカナにも最高だな。
我輩も大好きだ！…ん？
決して我輩のためではないぞ！",
31,"≪Hunting Quest≫
Two Shocking Beasts Appear!{j}1 Bulldrome{j}Hunt 1 Blangonga{j}5 Bullfango{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}雪山で猛威を振っている牙獣
ドスファンゴを討伐するのが
この演習の目的だ！
しかし危険な事に、この雪山に
ドドブランゴも出没している
との報告があった！ヤバいな…",
32,"≪Arena Quest≫
Defeat the Blue Hunter!{j}2 Velocidrome{j}None{j}None{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}この闘技場ではモンスター対
ハンターで１対１のガチンコ
勝負を行ってもらう！
今回はドスランポスが相手だ。
２頭とはいえ、貴様の腕なら
朝飯前だろ！行って来い！",
33,"≪Arena Quest≫
Confront the Mysterious Bird!{j}1 Yian Kut-Ku{j}None{j}None{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}この闘技場ではモンスター対
ハンターで１対１のガチンコ
勝負を行ってもらう！
今回はイャンクックが相手だ。
クックとはいえ、ヤツも飛竜
だからな！気を抜くなよ！",
34,"≪Arena Quest≫
Usurping the Queen!{j}1 Rathian{j}None{j}None{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}この闘技場ではモンスター対
ハンターで１対１のガチンコ
勝負を行ってもらう！今回は
あのリオレイアが相手だ。
厳しい演習となるであろうが、
ここを乗り越えれば一人前だ！",
35,"≪Arena Quest≫
Face to Face with the Shogun!{j}1 Shogun Ceanataur{j}None{j}None{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}この闘技場ではモンスター対
ハンターで１対１のガチンコ
勝負を行ってもらう！
今回はショウグンギザミが
相手だ。両手の長い大鎌に
刻まれないように気をつけろ！",
36,"≪Arena Quest≫
Confront the Galloping Thunder{j}1 Kirin{j}None{j}None{j}Achieve Main Objective{j}Faint even once
Time Runs Out{j}教官{j}これが闘技場での最後の演習
となる！だから、スペシャルな
相手を用意してやったぞ！
その相手とは！幻獣キリンだ！
我ながらナイスなチョイス
だな！しっかりやれよ！",
37,"≪Jungle Survey≫
Adapt to the Jungle!{j}Deliver 5 Specialty Mushroom{j}Deliver 2 Royal Rhino{j}Deliver 4 Raw Meat{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}密林地帯に生える特産キノコ
を５つ探して納品してくれ！
たまに密林を飛んでる昆虫、
≪ロイヤルカブト≫を納品
してくれても報酬を払うぜ！
まずは密林を知り、密林に
慣れることから始めるといい。",
38,"≪Jungle Survey≫
The Blue Hunter's Nest{j}Hunt 1 Velocidrome{j}8 Velociprey{j}Deliver 5 Specialty Mushroom{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}≪ドスランポス≫は体力を
消耗すると隣のエリアへ逃げ
て体力を回復しちまうぜ！
狩人としての狩りの腕前を
計るには丁度いい相手だが、
この季節は、子分のランポス
も多いから注意するんだぜ！",
39,"≪Jungle Survey≫
The Blue Hunter's Nest{j}Hunt 1 Velocidrome{j}Deliver 1 Carnivore Egg{j}8 Velociprey{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}密林をエサ場とする、青き
狩人≪ドスランポス≫１頭
を狩猟してくれよ！
狩人としての狩りの腕前を
計るには丁度いい相手だ！
この季節なら子分のランポス
も少なく狩りやすいハズだ！",
40,"≪Jungle Survey≫
Hunt the Leader of the Boars!{j}Hunt 1 Bulldrome{j}8 Vespoid{j}Deliver 2 Royal Rhino{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}密林にはブルファンゴの長
である≪ドスファンゴ≫が
姿を現すことも多いんだ！
かなりタフなヤツだから、
討伐じゃなくて捕獲しちゃう
のもひとつの手かも知れない
な？うまくやってみてくれ！",
41,"≪Jungle Survey≫
Hunt the Leader of the Boars!{j}Hunt 1 Bulldrome{j}8 Velociprey{j}Deliver 1 Goldenfish{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}ブルファンゴの長である
≪ドスファンゴ≫はタフで
手の付けられない暴れ者だ！
特に今の寒冷期は、空腹で
気が立っているかも知れない
ぞ！無理せず≪黄金魚≫を
釣って納めるのも手だぜ！？",
42,"≪Jungle Survey≫
Strange Bird Pursuit{j}Hunt 1 Yian Kut-Ku{j}Deliver 1 Wyvern Tears{j}8 Vespoid{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}この密林で鳥のような奇声が
聞こえたら、それは間違いな
く怪鳥≪イャンクック≫だ！
イャンクックが狩猟できれば
キミの狩りの腕もなかなかの
もんだよ！耳元で音を鳴らせ
ばナミダをこぼすかもな！？",
43,"≪Jungle Survey≫
A Blue Monster Sighting{j}Hunt 1 Blue Yian Kut-Ku{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}この密林で鳥のような奇声が
聞こえたら、それは間違いな
く怪鳥≪イャンクック≫だ！
イャンクックといえば通常は
ピンクの体色なんだけど、
今回は体色が青いと来たもん
だ！こりゃ亜種に違いない！",
44,"≪Jungle Survey≫
Strange Bird Pursuit{j}Hunt 1 Yian Kut-Ku{j}Deliver 1 Aged Mushroom{j}Deliver 5 Kelbi Horn{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}≪イャンクック≫を狩猟する
ことができれば、キミの狩り
の腕もなかなかのもんだよ！
もし余裕があれば熟成キノコ
作りにも挑戦してくれよ。
≪マカ漬けの壷≫に特産キノ
コを入れて埋める。簡単さ！",
45,"≪Jungle Survey≫
Waterside Daimyo{j}1 Daimyo Hermitaur{j}Deliver 4 Carapaceon Brains{j}Break Daimyo Hermitaur's Skull{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}この季節の水辺には、盾蟹
≪ダイミョウザザミ≫が姿を
現すことがある。硬い殻に守
られた体にダメージを与える
のは容易いことじゃない！
ヤオザミから≪ザザミソ≫を
剥いで納品してもＯＫだぜ！",
46,"≪Jungle Survey≫
Poisonous Purple Runaway{j}Hunt 1 Purple Gypceros{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}毒怪鳥≪ゲリョス≫が密林に
現れたらしいぞ！？しかも
体色が紫がかった亜種だって
話だ！今の季節の密林ならば
小型モンスターたちの邪魔も
少なく、チャンスなハズだ！
解毒アイテムも忘れるなよ！",
47,"≪Jungle Survey≫
The Pink Beast's Territory{j}Hunt 1 Congalala{j}2 Conga{j}Deliver 2 Select Mushroom{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}桃毛獣≪ババコンガ≫は食い
意地の張ったヤツで、特にキ
ノコ系の食べ物には目がない
って話だぞ！もちろん子分の
コンガもキノコが大好物に違
いない！特産キノコを多めに
持ってれば出てくるかもな？",
48,"≪Jungle Survey≫
The Pink Beast's Territory{j}Hunt 1 Congalala{j}Deliver 1 Territorial Dung{j}None{j}Complete Main Objective or
Complete Sub-A{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}≪ババコンガ≫の珍妙な行動
に騙されちゃいけないぜ！
戦闘中に食事をしたと思えば
猛烈に怒ってみたり、フンを
してみたり…。まぁフンは自
分のなわばりを主張するもの
だからいいんだろうけどな？",
49,"≪Jungle Survey≫
Jade Submerged in Water{j}Hunt 1 Green Plesioth{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}船大工の親方{j}ウォオォォ！密林の水辺に、
≪ガノトトス≫が出たって
話じゃねぇか！村長のヤツ
から聞いてるぜ！本当ならば
俺が出てとっちめてやりたい
ところだが、今回はオマエに
譲るぜ！キッチリ狩れよ！！",
50,"≪Jungle Survey≫
The Queen of the Land{j}Hunt 1 Rathian{j}Sever Rathian's Tail{j}Deliver 7 Royal Rhino{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}≪リオレイア≫の別名は陸の
女王。その異名は決してウソ
じゃなく、何人もの狩人が
彼女の前に屈してるほどだ。
≪リオレイア≫を狩れたら
それは狩人として独り立ちを
意味する。さぁ君の番だぜ！",
51,"≪Jungle Survey≫
Jungle Cherry Blossoms{j}Hunt 1 Pink Rathian{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}どうやら≪リオレイア≫には
亜種がいるらしい。桜色に身
を包んだ女王は、原種よりも
気性の荒い困った女王様だっ
て話だ！討伐するか捕獲する
か、相手の状態と自分の状況
を見極めることが大事だぜ！",
52,"≪Jungle Survey≫
The Queen of the Land{j}Hunt 1 Rathian{j}Deliver 1 Wyvern Egg{j}Deliver 1 Carnivore Egg{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}≪リオレイア≫を狩れたら
それは狩人として独り立ちを
意味する。なにせ相手は陸の
女王って異名を持つほどだ。
ケタ違いの力差を感じたら、
彼女の巣から≪飛竜の卵≫を
奪って今回は勝ちとしよう！",
53,"≪Jungle Survey≫
The Jungle Tearing Storm{j}1 Kushala{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}竜人族のお姉さま{j}古龍クシャルダオラは今まで
狩猟してきたモンスターとは
まったく異質…、その存在力
は雨を嵐に変えるほどよ…。
捕獲など無理なことは考えず
撃退をくり返し体力を削り、
長期戦の末に討伐するのよ。",
54,"≪Jungle Survey≫
The Jungle Tearing Storm{j}1 Kushala{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}竜人族のお姉さま{j}古龍クシャルダオラは今まで
狩猟してきたモンスターとは
まったく異質…、その存在力
は雨を嵐に変えるほどよ…。
捕獲など無理なことは考えず
撃退をくり返し体力を削り、
長期戦の末に討伐するのよ。",
55,"≪Jungle Survey≫
The Jungle's Illusionist{j}1 Chameleos{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}ココット村の村長{j}オオナズチは古龍種の中でも
異端視されている存在じゃ。
密林の雨はヤツに味方するが
如く、より激しさを増す…。
捕獲など無理なことは考えず
撃退をくり返し体力を削る！
長き末に討伐するのじゃ！",
56,"≪Jungle Survey≫
The Jungle's Illusionist{j}1 Chameleos{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}ココット村の村長{j}オオナズチは古龍種の中でも
異端視されている存在じゃ。
密林の雨はヤツに味方するが
如く、より激しさを増す…。
捕獲など無理なことは考えず
撃退をくり返し体力を削る！
長き末に討伐するのじゃ！",
57,"≪Desert Survey≫
The Leaping Desert Hunter{j}Hunt 1 Gendrome{j}6 Genprey{j}Deliver 1 100 Flower Cactus{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}砂漠に群れるゲネポスの親玉
≪ドスゲネポス≫は、一回り
大きな体に鋭い爪が特徴だ！
ドスゲネポスの狩猟が困難に
感じるなら≪マカ漬けの壷≫
に≪サボテンの花≫を入れて
≪百花サボテン≫を納品だ！",
58,"≪Desert Survey≫
The Leaping Desert Hunter{j}Hunt 1 Gendrome{j}Deliver 1 Herbivore Egg{j}4 Apceros{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}≪ドスゲネポス≫を狩猟して
くれるんだって？キミの腕前
なら安心して任せられるよ！
もしもゆとりがあったら、
この季節に採れる≪草食竜の
卵≫を納品してくれよ！栄養
満点で人気の品物なんだぜ！",
59,"≪Desert Survey≫
The Sand Swimming Wyvern{j}Hunt 1 Cephadrome{j}Deliver 3 Piscine Liver{j}4 Cephalos{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}砂の中を自在に泳ぐガレオス
たちは、とにかく狩猟が大変
で、親玉の≪ドスガレオス≫
ときたら、それはもう根気と
の戦いといっても過言じゃ
ないね！大きな音や衝撃で
地上に引き出して戦うんだ！",
60,"≪Desert Survey≫
A Skeletal Inheritance{j}1 Daimyo Hermitaur{j}Deliver 4 Carapaceon Brains{j}6 Genprey{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}いいかい？
普段は砂に潜ってるんだ。
キミが本気で≪ダイミョウ
ザザミ≫を狩るってんなら
忘れちゃいけないことだ。
盾蟹って呼ばれるだけあって
身を固められたら厄介だぜ！",
61,"≪Desert Survey≫
Jade Submerged in Water{j}Hunt 1 Green Plesioth{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}この季節の砂漠ではときおり
ガノトトスの亜種が出没する
らしいぜ？なんでも翡翠の
ように綺麗な体色をしてるん
だとか！とはいってもガノト
トスを狩猟するのは容易じゃ
ない！無理は禁物だぜ！",
62,"≪Desert Survey≫
The Creature Beneath the Lake{j}Hunt 1 Plesioth{j}Fish Out Plesioth{j}Deliver 2 Goldenfish{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}砂漠の水辺には太古の魚竜、
≪ガノトトス≫が獲物を狙い
潜んでいる可能性が高いぞ！
水の中じゃあ戦えないが、
≪釣りカエル≫を使って一本
釣りしてやれば問題ないぜ！
勝負は陸に持ち込むんだ！",
63,"≪Desert Survey≫
Cherry Blossoms in the Sands{j}Hunt 1 Pink Rathian{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}遥か東方の国では春になると
桃色の花が咲くらしいね！
いつかオイラもこの足と目で
確かめに行きたいと思って…
おっと悪いね！この砂漠に出
た体色が桜色のリオレイア。
難敵だと思うが頑張ってくれ！",
64,"≪Desert Survey≫
Raging White Horn{j}Hunt 1 White Monoblos{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}ココット村の村長{j}白き一角竜とはこれまた希少
性の高いモノブロスの亜種が
現れたようじゃな。
その気高くも美しき容姿とは
裏腹に獰猛さにおいては原種
を上回るほどじゃろう！
心して狩猟に挑むがよい！",
65,"≪Desert Survey≫
Solitary Horn{j}Hunt 1 Monoblos{j}Deliver 1 Wyvern Tears{j}Deliver 1 Herbivore Egg{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ココット村の村長{j}孤高の一角竜≪モノブロス≫
は砂漠においてディアブロス
と対をなす王者といえよう。
がしかし、ヤツの突進を避け
気高き角を壁に刺させ、動き
を封じてしまえば優位に狩り
を進められるハズじゃぞ！",
66,"≪Desert Survey≫
Dismembering Horns{j}Hunt 1 Diablos{j}Break 2 Diablos Horn{j}Deliver 3 Secret Pouch{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}≪ディアブロス≫は砂漠の
生態系において、他の生物と
は別格の強暴さを誇るモンス
ターだ！ヤツの突進にはねら
れたら再起不能のダメージを
受けてしまうだろう。角だけ
でも、折れば報酬を払おう！",
67,"≪Desert Survey≫
Two Jet Black Horns{j}Hunt 1 Black Diablos{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}ジャンボ村の村長{j}黒ずんだ体色を持つひときわ
恐ろしい容姿のディアブロス
が目撃された！亜種に間違い
ないだろう。もしもキミがこ
の亜種の狩猟に成功したなら
キミの腕前はオイラの想像を
超えてるかも知れないな！",
