index,source,target
49,扱いが難しい属性弾に装填機{j}構が対応。{c03}LV2 通常弾{/c}の{c03}速射{/c}{j}対応を加え究極の砂嵐が誕生。,"Designed to fire attribute{j}ammo., {c03}Rapid fires{/c}{j}{c03}Normal S Lv2{/c}. Very advanced."
50,装填速度と火力の高さで人気{j}のグレネードボウガン強化版。{j}{c03}LV1 徹甲榴弾{/c}の{c03}速射{/c}も健在。,An improved version. Faster{j}loading and more powerful.{j}{c03}Rapid fires{/c} {c03}Crag S Lv1{/c}.
51,強力な弾薬の運用を前提とし{j}て設計された攻撃型ボウガン。{j}これ一丁が巨大火薬庫に匹敵。,"Improved assault Bowgun,{j}designed to use more{j}destructive ammunition."
52,様々な攻撃系特殊弾を高速で{j}大量にばらまく恐るべき兵器。{j}{c03}火炎弾{/c}の{c03}速射{/c}が拍車を掛ける。,Capable of rapidly pumping{j}out various assault ammo.{j}{c03}Rapid fires{/c} {c03}Flaming S{/c}.
53,イャンクックの頭部を素材と{j}して用いた軽量ボウガン。{j}大怪鳥の怒りが炸裂する。,Light Bowgun made from Yian{j}Kut-Ku skull. Fires with the{j}monster's explosive rage.
54,青いイャンクックが標的に{j}にらみを利かせるボウガン。{j}大怪鳥の怒りがほとばしる。,Bowgun that turns the glare{j}of a Blue Yian Ku-Ku onto{j}its unfortunate target.
55,訓練所で流した血と汗の結晶。{j}あの熱き日々が胸に去来する。{j}{c03}電撃弾{/c}の{c03}速射{/c}が可能。,Made from blood and sweat{j}spilt during training.{j}{c03}Rapid fires{/c} {c03}Thunder S{/c}.
56,訓練所で優秀な成績を残した{j}者に贈られる武器。≪目指せ{j}百発百中！≫と彫ってある。,"Given to those who excel in{j}training. Its inscription{j}says: ""100 shots, 100 hits."""
57,太古の塊から磨き出された{j}ギルド品とは異なる謎の銃。{j}分類はライトボウガン。,Light Bowgun carved from{j}ancient rock. Different to{j}normal Guild weapons.
58,出所が不明のライトボウガン。{j}技術は工房のものに近いが、{j}ギルドは関与を否定している。,Light Bowgun of unknown{j}origin. The Guild have{j}denied all knowledge of it.
59,王国で捕縛された密偵が所持{j}していたという軽量ボウガン。{j}ギルドは関与を否定している。,"Light Bowgun, said to belong{j}to a captured spy. The Guild{j}denied all knowledge."
60,人気小説の登場人物、女怪盗{j}が使用する武器のコピーモデ{j}ル。{c03}電撃弾{/c}の{c03}速射{/c}が可能。,A weapon used by a character{j}in a popular novel. {c03}Rapid{j}{c03}fires{/c} {c03}Thunder S{/c}.
61,最新技術のかたまりと呼ぶに{j}ふさわしい、汎用型のヘビィ{j}ボウガン。絶大な威力を誇る。,Versatile Heavy Bowgun that{j}uses the latest technology.{j}A really destructive weapon.
62,威力を劇的に強化したタンク{j}メイジ改良版。この砲を持つ{j}者は難攻不落の要塞と化す。,"An improved Tankmage that's{j}so powerful, the bearer is{j}practically invincible."
63,属性弾を揃えたタンクメイジ{j}の究極形。城砦の大砲に匹敵{j}する火力を備えたボウガン。,Advanced Tankmage that fires{j}attribute ammo. As powerful{j}as a fortress cannon.
64,弾丸の装填メカニズムを改良、{j}さらなるリロードスピードを{j}手にした重量ボウガン。,"Bowgun with an improved{j}loading mechanism, allowing{j}for even faster reloading."
65,使用する弾の種類を極限まで{j}絞ることで、装填速度と剛性{j}を極大化。決闘のための一丁。,"In order to maximize power{j}and reload speed, its ammo{j}selection is very limited."
66,弾丸の規格を無視、火力のみ{j}を偏重した武器。弾種は限ら{j}れるが、威力は最強クラス。,The Bowgun you need when the{j}ammo isn't important and you{j}just want raw power.
67,通常弾、貫通弾、散弾。最も{j}よく使われるこの３つに弾種{j}を絞り、威力に特化した武器。,"Though limited to three ammo{j}types, this weapon boasts{j}great destructive power."
68,比肩する者のない装填速度と{j}火力は、弾種の少なさを補っ{j}て余りある。玄人向けの一丁。,"Boasts a quick reload time{j}and great power, but its{j}ammo selection is limited."
69,構造を単純化することで威力{j}の上昇を狙った重量ボウガン。{j}装填速度も速く完成度は高い。,Its simpler design gives it{j}more power. It also reloads{j}quickly. A good all-rounder.
70,手を触れることさえ嫌がる者{j}の多い、黒龍の素材を使った{j}恐るべき一丁。性能は未知数。,Some won't touch this weapon{j}made from dragon body parts.{j}Its exact power is unclear.
71,一部が解読された古代の文献{j}に着想を得た、異質のヘビィ{j}ボウガン。内部構造は非公開。,Curious Bowgun inspired by{j}an ancient text. Its inner{j}workings are a secret.
72,大出力、大口径のヘビィボウ{j}ガン。耐火性能の高い怪鳥の{j}素材を惜しみなく使っている。,Wide-barreled Heavy Bowgun.{j}Made from Kut-Ku parts that{j}are very resistant to fire.
73,何者よりも硬い老山龍の素材{j}が、破壊的火力を実現。実射{j}試験では要塞砲の性能を超越。,"Made from Lao-Shan parts, it{j}boasts power comparable to{j}that of a fortress cannon."
74,最高の素材と最先端の技術が、{j}最強のボウガンを誕生させた。{j}間違いなく歴史に残る巨砲。,"The ultimate Bowgun, made{j}using the best materials and{j}know-how available."
75,滅龍弾を放てる数少ない武器。{j}これに狙われた者は、数秒で{j}≪ハチの巣≫になる運命。,Rare weapon that can riddle{j}targets with copious amounts{j}of anti-dragon ammo.
76,白の鎧竜を模した超重装ボウ{j}ガン。巨大な口腔から放たれ{j}る弾丸は周囲を揺るがす威力。,Very Heavy Bowgun modeled{j}on a white Gravios. Creates{j}minor quakes when fired.
77,金獅子の荒ぶる魂が宿る{j}三連筒。{c03}LV1 徹甲榴弾{/c}の{c03}速射{/c}{j}に対応、一面を焦土と化す。,A Rajang's soul rests in{j}its barrels. {c03}Rapid fires{/c}{j}earth-scorching {c03}Crag S Lv1{/c}.
78,駆け出しハンターにも安心な{j}入門用の安価な弓。{j}矢と矢筒とセットで販売。,"A cheap Bow, perfect for new{j}Hunters. Comes with arrows{j}and a quiver."
79,桃毛獣の丈夫な素材から作ら{j}れた扱いやすい弓。{j}アクセントが愛らしい。,An easy-to-use Bow made{j}from Congalala parts. Has{j}a very charming design.
80,高威力が自慢の猟弓。{j}その弦は非常に重く、力が無{j}ければ引くことも適わない。,A very powerful Bow with a{j}thick string that takes real{j}strength to pull back.
81,リオレイアの甲殻をフレーム{j}に利用した深緑色の狩猟弓。{j}扱いやすく、信頼性も高い。,Deep-green Bow made from a{j}Rathian shell. Very reliable{j}and easy to use.
82,素材に桜火竜の甲殻を用いた{j}美しい狩猟弓。見た目だけで{j}なく、性能も折り紙つき。,Elegant Bow made from a Pink{j}Rathian shell. Its beauty is{j}complemented by great power.
83,硬い甲殻を破り、肉を貫く、{j}烈風の如き矢を放つ轟弓。{j}脅威の技術の結晶。,Arrows fired from this Bow{j}will slice through shell and{j}flesh with minimum fuss.
84,カンタロスの素材を使った驚{j}くべき軽さの猟弓。{j}圧倒的な手数を誇る。,A surprisngly tough Bow made{j}from Hornetaur parts.{j}Extremely easy to handle.
85,ねじれた双角を利用した重弓。{j}だが使いこなすには繊細な{j}照準設定の腕が要求される。,Heavy Bow made from twisted{j}horns. Needs a steady hand{j}to get the best out of it.
86,芯材に老山龍の角を使用した{j}剛弓。力で引くことは適わず、{j}心で引くのだと、伝承は語る。,"Tough Bow made from a{j}Lao-Shan horn. Its string is{j}drawn by passion, not power."
87,一対の炎龍を超えた者のみが{j}手にする事を許された凄弓。{j}あつかえる者は英雄とされる。,Only those who've overcome a{j}pair of Fire Dragons can own{j}this Bow. A hero's weapon.
88,ヤマツカミの背に生えた龍木{j}から削り出された神秘的な弓。{j}加工の技法は口伝でのみ残る。,Mysterious Bow crafted from{j}dragonwood taken from a Yama{j}Tsukami's back.
89,邪龍の力を宿した黒き破弓。{j}一度でもその弦を引けば、{j}破壊の旋風が巻き起こる。,Drawing the string of this{j}black Bow unleashes a{j}whirlwind of destruction.
90,祖龍の魂を宿した白き神弓。{j}穢れ無き心にて弦を引けば、{j}闇を祓い千の勝利を約束する。,White Bow containing the{j}soul of a Fatalis. Purifies{j}even the darkest shadows.
91,オオナズチの素材を使った、{j}奇抜な形状のライトボウガン。{j}勿論、コスっても何も出ない。,Oddly shaped Light Bowgun{j}made from Chameleos parts.{j}There's no point rubbing it.
92,イャンガルルガの素材から作{j}られた黒き弩。口からは咆哮{j}の如き剛弾が発射される。,Black crossbow made from{j}Yian Garuga parts. Fearsome{j}when it opens fire.
93,白獅子の獣毛をまとった白き{j}ライトボウガン。{c03}速射{/c}対応の{j}{c03}氷結弾{/c}が吹雪を呼ぶ。,"Pure white Light Bowgun.{j}{c03}Rapid fires{/c} {c03}Freeze S{/c}.{j}AKA ""The Blizzard""."
94,巨大な３連バレルを持つ弩。{j}{c03}LV1 徹甲榴弾{/c}が{c03}速射{/c}対応、そ{j}の火力は完全に規格外の代物。,3-barrelled crossbow with a{j}non-standard attack mode{j}that {c03}rapid fires{/c} {c03}Crag S Lv1{/c}.
95,火竜素材を口伝の秘技で加工。{j}従来品とは一線を画す構造に。{j}{c03}LV1 貫通弾{/c}が{c03}速射{/c}対応。,Made from fire dragon parts{j}using a secret technique.{j}{c03}Rapid fires{/c} {c03}Pierce S Lv1{/c}.
96,キングロブスタの外殻を素材{j}として作成されたボウガン。{j}{c03}水冷弾{/c}が{c03}速射{/c}機能に対応。,A Bowgun made from the shell{j}of a lobster king. {c03}Rapid{j}{c03}fires{/c} {c03}Water S{/c}.
97,ほぼ全ての弾を発射可能、{j}かつ{c03}LV2 通常弾{/c}が{c03}速射{/c}機能に{j}対応と汎用性に富むボウガン。,A versatile weapon that{j}fires almost all ammo.{j}{c03}Rapid fires{/c} {c03}Normal S Lv2{/c}.
98,鋼龍の頑強な素材を用いた{j}ヘビィボウガン。リボルバー{j}など実験的な機構を複数搭載。,Heavy Bowgun made from{j}Daora parts. Has various{j}experimental features.
99,不気味な迫力を持つ重弩。{j}眼前の敵を全て滅するまで{j}黒狼鳥の怒りは収まらない。,Unnervingly brutal crossbow.{j}It won't be sated until all{j}enemies are taken out.
100,ダイミョウザザミの素材を実{j}験的に使用した重弩。改良の{j}余地はあるが性能は十分高い。,"Experimental bow made from{j}Daimyo parts. Good enough,{j}though still not perfect."
101,高い威力と独特の形状を持つ{j}ヘビィボウガン。非常に重量{j}があり、使いこなすのは困難。,"Powerful, uniquely shaped{j}Heavy Bowgun. Its bulk{j}makes it hard to handle."
102,バサルモスの硬い甲殻に注目。{j}徹甲榴弾と拡散弾の連続発射{j}が可能な巨砲が完成した。,Notable for its use of a{j}hard Basarios shell. Capable{j}of firing continuously.
103,汎用性の高さ、{c03}LV2 通常弾{/c}の{j}{c03}速射{/c}対応はそのままに、吹き{j}荒ぶ嵐の如き攻撃力を実現。,A versatile weapon that can{j}{c03}rapid fire{/c} {c03}Normal S Lv2{/c}{j}and inflict huge damage.
104,良質な殻を使用し威力の向上{j}に成功。{c03}水冷弾速射{/c}も健在。{j}大瀑布の如き一撃を叩き込む。,Improved bowgun made from a{j}high-quality shell. Can{j}{c03}rapid fire Water S{/c}.
105,黒狼鳥の顔を模した弩。使用{j}者が発する怒りの感情に反応{j}して引金は軽くなるという。,Crossbow that looks like a{j}Garuga's face. Its trigger{j}is as sensitive as its user.
106,樹齢数千年を誇る神木から{j}削り出した神弓。あたかも{j}月光のごとく遍く闇を照らす。,Holy Bow made from ancient{j}wood. Glows like moonlight{j}in the darkness.
107,バサルモスの岩石のような甲{j}殻を削り出して作られた猟弓。{j}装備者の身を守る効果がある。,Bow made from a rock-like{j}Basarios shell that protects{j}the user.
108,駆け出しハンターにも安心な{j}入門用の安価な弓。{j}矢と矢筒とセットで販売。,"A cheap Bow, perfect for new{j}Hunters. Comes with arrows{j}and a quiver."
109,駆け出しハンターにも安心な{j}入門用の安価な弓。{j}矢と矢筒とセットで販売。,"A cheap Bow, perfect for new{j}Hunters. Comes with arrows{j}and a quiver."
110,桃毛獣の丈夫な素材から作ら{j}れた扱いやすい弓。{j}アクセントが愛らしい。,An easy-to-use Bow made{j}from Congalala parts. Has{j}a very charming design.
111,桃毛獣の丈夫な素材から作ら{j}れた扱いやすい弓。{j}アクセントが愛らしい。,An easy-to-use Bow made{j}from Congalala parts. Has{j}a very charming design.
112,高威力が自慢の猟弓。{j}その弦は非常に重く、力が無{j}ければ引くことも適わない。,A very powerful Bow with a{j}thick string that takes real{j}strength to pull back.
113,リオレイアの甲殻をフレーム{j}に利用した深緑色の狩猟弓。{j}扱いやすく、信頼性も高い。,Deep-green Bow made from a{j}Rathian shell. Very reliable{j}and easy to use.
114,素材に桜火竜の甲殻を用いた{j}美しい狩猟弓。見た目だけで{j}なく、性能も折り紙つき。,Elegant Bow made from a Pink{j}Rathian shell. Its beauty is{j}complemented by great power.
115,硬い甲殻を破り、肉を貫く、{j}烈風の如き矢を放つ轟弓。{j}脅威の技術の結晶。,Arrows fired from this Bow{j}will slice through shell and{j}flesh with minimum fuss.
116,カンタロスの素材を使った驚{j}くべき軽さの猟弓。{j}圧倒的な手数を誇る。,A surprisngly tough Bow made{j}from Hornetaur parts.{j}Extremely easy to handle.
117,カンタロスの素材を使った驚{j}くべき軽さの猟弓。{j}圧倒的な手数を誇る。,A surprisngly tough Bow made{j}from Hornetaur parts.{j}Extremely easy to handle.
118,ねじれた双角を利用した重弓。{j}だが使いこなすには繊細な{j}照準設定の腕が要求される。,Heavy Bow made from twisted{j}horns. Needs a steady hand{j}to get the best out of it.
119,芯材に老山龍の角を使用した{j}剛弓。力で引くことは適わず、{j}心で引くのだと、伝承は語る。,"Tough Bow made from a{j}Lao-Shan horn. Its string is{j}drawn by passion, not power."
120,一対の炎龍を超えた者のみが{j}手にする事を許された凄弓。{j}あつかえる者は英雄とされる。,Only those who've overcome a{j}pair of Fire Dragons can own{j}this Bow. A hero's weapon.
121,バサルモスの岩石のような甲{j}殻を削り出して作られた猟弓。{j}装備者の身を守る効果がある。,Bow made from a rock-like{j}Basarios shell that protects{j}the user.
122,加護の祈りが込められた竪琴。{j}竜人族の楽士は旅する時、{j}これで身を守ったという。,Harp containing a protective{j}prayer. A weapon used by{j}Wyverian minstrels.
123,古の魔人を封じたというラン{j}プを模したボウガン。時とし{j}て不可思議な威力を発揮する。,Bowgun that looks like a{j}lamp. Sometimes unleashes{j}a curious destructive power.
124,理想的な機構を結集した究極{j}進化型。≪ボウガンの歴史を{j}終わらせた者≫の異名を持つ。,"Highly evolved Bowgun, made{j}from top-quality components.{j}The last word in Bowguns."
125,殺傷力の高い火薬系弾丸を{j}バラ撒く破壊兵器。開放した{j}力は周囲を一瞬で焦土と化す。,Fires exploding ammo that{j}causes widespread damage{j}to anyone nearby.
126,硬い盾蟹の甲殻でフレームの{j}剛性を上げた重弩。熟練した{j}ガンナーにも納得の性能。,Crossbow with a tough frame{j}made from Hermitaur shell. {j}Popular with expert snipers.
127,リボルバー機構の完成型。鋼{j}龍素材の強度と重量が低反動{j}高威力かつ高汎用性を支える。,A revolver-type weapon. Use{j}of Daora parts means that{j}kickback is reduced.
128,ヒプノックの素材を使った弓。{j}羽根の鮮やかさは折り紙つき。,Colorful Bow made from a{j}Hypnocatrice wing.
129,ヒプノックの素材を使った弓。{j}羽根の鮮やかさは折り紙つき。,Colorful Bow made from a{j}Hypnocatrice wing.
130,ヒプノックの素材を使った弓。{j}羽根の鮮やかさは折り紙つき。,Colorful Bow made from a{j}Hypnocatrice wing.
131,雪獅子の素材で作られた猟弓。{j}その身にうっすらと氷を纏い、{j}持つととても冷たい。,"Bow made from Blangonga{j}parts. Covered in thin ice,{j}making it cold to carry."
132,雪獅子の素材で作られた猟弓。{j}その身にうっすらと氷を纏い、{j}持つととても冷たい。,"Bow made from Blangonga{j}parts. Covered in thin ice,{j}making it cold to carry."
133,雪獅子の素材を幾重にも折り{j}合わせた、氷を纏う脅威の弓。{j}アクセントもパワーアップ。,"Strong, ice-covered Bow made{j}by layering Blangonga hide.{j}Feels really powerful."
134,イャンクックの素材を使った{j}火を放つ猟弓。{j}扱い易さに定評がある。,Fire-shooting bow made from{j}Kut-Ku parts. Famed for its{j}ease of use.
135,イャンクックの素材を使った{j}火を放つ猟弓。{j}扱い易さに定評がある。,Fire-shooting bow made from{j}Kut-Ku parts. Famed for its{j}ease of use.
136,イャンクックの素材を使った{j}火を放つ猟弓。{j}扱い易さに定評がある。,Fire-shooting bow made from{j}Kut-Ku parts. Famed for its{j}ease of use.
137,青怪鳥の素材を惜し気もなく{j}使用した、青く輝く火弓。{j}素材の限界を引き出した逸品。,"Expertly crafted from Kut-Ku{j}parts, this rare Bow emits a{j}faint blue glow."
138,フルフルの素材を使用した{j}怪しいライトボウガン。,A dubious Light Bowgun made{j}from Khezu parts.
139,ドスガレオスの素材を使用した{j}ヘビィボウガン。,A dubious Light Bowgun made{j}from Cephadrome parts.
140,ガノトトスの素材を惜し気も{j}なく使用したヘビィボウガン。,A Heavy Bowgun made from{j}Plesioth parts.
141,桃毛獣の丈夫な素材をふんだん{j}に使用したヘビィボウガン。,A Heavy Bowgun made using{j}tough Congalala body parts.
142,雪獅子の素材を使用した{j}ヘビィボウガン。,A Heavy Bowgun made from{j}Blangonga body parts.
143,鉱石を主に使用した{j}比較的入手しやすい弓。{j}性能も扱い易い初心者用。,A relatively easy-to-use Bow{j}made mainly from minerals.{j}Perfect for rookie Hunters
144,フルフルの素材を使用した{j}怪しい雷弓。,A dubious icy Bow made{j}from Khezu body parts.
145,ダイミョウザザミの鋏を{j}模したユニークな水弓。{j}鋭い一撃を放てる。,An unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.
146,ダイミョウザザミの鋏を{j}模したユニークな水弓。{j}鋭い一撃を放てる。,An unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.
147,ダイミョウザザミの鋏を{j}模したユニークな水弓。{j}鋭い一撃を放てる。,An unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.
148,ダイミョウザザミの鋏を{j}模したユニークな水弓。{j}鋭い一撃を放てる。,An unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.
149,愛らしいライトボウガン。{j}ラッパが奏でる砲声はハンター{j}に大人気の逸品。,A charming Light Bowgun.{j}Its bugle-like sound makes{j}it popular with Hunters.
