index,source,target
56,タル爆弾をリサイクルして{j}作られた環境に優しい防具。{j}外は見えるのでご安心を。,
57,頭部をすっぽりと覆い隠す{j}キャップ型の防具。{j}隠れ肉球を探そう！,
58,頭部をすっぽりと覆い隠す{j}キャップ型の防具。{j}睡眠のお供にもどうぞ。,
59,別世界の弓兵が身に纏ってい{j}る服装を獣人族用に模した{j}頭防具。,
60,別世界の騎士王が、自らの魔{j}力で編んで纏う鎧の髪結を{j}獣人族用に模した頭防具。,
61,動きやすさに特化した頭防具。{j}フードが非常に愛らしく、{j}人気のデザイン。,
62,異世界に住む新種の生物を{j}模した頭防具。獣人族に{j}合わせて作られた。,
63,制覇を成し遂げたハンターに{j}贈られるおめでたい面。{j}東の国で作られたもの。,
64,東の国から来た職人が{j}手がけたという面。{j}すべてを集めると…？,
65,東の国から来た職人が{j}手がけたという面。{j}すべてを集めると…？,
66,東の国から来た職人が{j}手がけたという面。{j}すべてを集めると…？,
67,東の国から来た職人が{j}手がけたという面。{j}すべてを集めると…？,
68,東の国から来た職人が{j}手がけたという面。{j}すべてを集めると…？,
69,東の国から来た職人が{j}手がけたという面。{j}すべてを集めると…？,
70,東の国から来た職人が{j}手がけたという面。{j}すべてを集めると…？,
71,東の国から来た職人が{j}手がけたという面。{j}すべてを集めると…？,
72,着用すると気分が向上し、{j}つい踊りたくなるという頭{j}防具。フィーニャー！,
73,ゼルレウスの素材を贅沢に{j}使用して作られた頭防具。{j}美しい輝きがもちあじ。,
74,ポカラドンの頭部を模した{j}頭防具。内部は柔らかく、{j}着心地がいいと評判。,
75,川遊びが好きな職人が{j}カエルに似せて作った{j}頭防具。,
76,川遊びが好きな職人が{j}カエルに似せて作った{j}頭防具。,
77,東の国の釣り人の服装を{j}模した頭防具。日差しを{j}きっちりガード。,
78,東の国の釣り人の服装を{j}模した頭防具。日差しを{j}きっちりガード。,
79,東の国の釣り人の服装を{j}模した頭防具。日差しを{j}きっちりガード。,
80,闇夜を総べる騎士団に{j}属する獣人族のために{j}造られた頭防具。,
81,大巌竜に焦がれた職人が、{j}己の相棒のために作った{j}頭防具。,
82,巨体を持つ荒々しい大巌竜を{j}獣人族用に愛らしくかつ{j}クールに仕立てた頭防具。,
83,獰竜の素材をハードボイルド{j}に仕立て上げた頭防具。{j}狩猟への闘志が燃え上がる。,
84,氷獰竜の素材をハードボイ{j}ルドに仕立て上げた頭防具。{j}小魚がチャームポイント。,
85,異国の民族衣装を模した{j}とされる獣人族の頭防具。{j}かわいらしいと評判。,
86,狩人祭好きな職人による{j}勝ちネコモドキの頭防具。{j}勝利を勝ち取るのニャ！,
87,古代の技法を使用し獣人{j}族用に作られた頭防具。{j}非常に動きやすいらしい。,
88,キャラバンの民に協力して{j}いく中で作られた獣人族{j}用の頭防具。,
89,異国の特殊機関により造られ{j}た、獣人族用の頭防具。剣斧{j}に見立てて作られている。,
90,異国の民族衣装を模した{j}とされる獣人族の頭防具。{j}ピンクのリボンがポイント。,
91,タル爆弾をリサイクルして{j}作られた環境に優しい防具。{j}意外に外はよく見えるとか。,
92,グークのぷっくりフェイ{j}スが最高にキュートな獣{j}人族の頭防具。もこもこ。,
93,東ヨリ日出ヅルクニヨリ千歳{j}ニ渡リ受ケ継ガレシ獣人族の{j}頭用装備。,
94,革命と進化を掲げた某国の{j}騎士団の防具を模した、{j}獣人族用の頭防具。,
95,複雑な機構を有した頭防具。{j}異世界の技術によって開発{j}された。,
96,英雄と呼ばれた狩人の相棒の{j}衣服を模した頭防具。お嬢と{j}呼ばれセレブであったそうだ。,
97,英雄と呼ばれた狩人の相棒の{j}衣服を模した頭防具。お嬢と{j}呼ばれセレブであったそうだ。,
98,英雄と呼ばれた狩人の相棒の{j}衣服を模した頭防具。お嬢と{j}呼ばれセレブであったそうだ。,
99,英雄と呼ばれた狩人の相棒の{j}衣服を模した頭防具。お嬢と{j}呼ばれセレブであったそうだ。,
100,英雄と呼ばれた狩人の相棒の{j}衣服を模した頭防具。お嬢と{j}呼ばれセレブであったそうだ。,
101,英雄と呼ばれた狩人の相棒の{j}衣服を模した頭防具。お嬢と{j}呼ばれセレブであったそうだ。,
102,英雄と呼ばれた狩人の相棒の{j}衣服を模した頭防具。お嬢と{j}呼ばれセレブであったそうだ。,
103,英雄と呼ばれた狩人の相棒の{j}衣服を模した頭防具。お嬢と{j}呼ばれセレブであったそうだ。,
104,英雄と呼ばれた狩人の相棒の{j}衣服を模した頭防具。お嬢と{j}呼ばれセレブであったそうだ。,
105,英雄と呼ばれた狩人の相棒の{j}衣服を模した頭防具。お嬢と{j}呼ばれセレブであったそうだ。,
106,英雄と呼ばれた狩人の相棒の{j}衣服を模した頭防具。お嬢と{j}呼ばれセレブであったそうだ。,
107,英雄と呼ばれた狩人の相棒の{j}衣服を模した頭防具。お嬢と{j}呼ばれセレブであったそうだ。,
108,自らを万能の天才と謳う、{j}男装の少女の衣服を獣人{j}族用に模した頭防具。,
109,救世主、あるいは聖女と呼ば{j}れた少女の衣服を獣人族用{j}に模した頭防具。,
110,とある怪傑の衣服を獣人{j}族用に模した頭防具。{j}怪傑ロビン、参上ニャ！,
111,Nothing equipped.,
112,別世界の小さな生き物を{j}模した獣人族用の頭防具。{j}可愛くなること間違いなし！,
113,Nothing equipped.,
114,Nothing equipped.,
115,Nothing equipped.,
116,Nothing equipped.,
117,Nothing equipped.,
118,Nothing equipped.,
119,Nothing equipped.,
120,Nothing equipped.,
121,Nothing equipped.,
122,Nothing equipped.,
123,Nothing equipped.,
124,Nothing equipped.,
125,Nothing equipped.,
126,Nothing equipped.,
127,Nothing equipped.,
128,Nothing equipped.,
129,Nothing equipped.,
130,Nothing equipped.,
131,Nothing equipped.,
132,Nothing equipped.,
133,Nothing equipped.,
134,Nothing equipped.,
135,Nothing equipped.,
136,Nothing equipped.,
137,Nothing equipped.,
138,Nothing equipped.,
139,Nothing equipped.,
140,Nothing equipped.,
141,Nothing equipped.,
142,Nothing equipped.,
143,Nothing equipped.,
144,Nothing equipped.,
145,Nothing equipped.,
146,Nothing equipped.,
147,Nothing equipped.,
148,Nothing equipped.,
149,Nothing equipped.,
150,Nothing equipped.,
151,Nothing equipped.,
152,Nothing equipped.,
153,Nothing equipped.,
154,Nothing equipped.,
155,Nothing equipped.,
156,Nothing equipped.,
157,Nothing equipped.,
158,Nothing equipped.,
159,Nothing equipped.,
160,Nothing equipped.,
161,Nothing equipped.,
162,Nothing equipped.,
163,Nothing equipped.,
164,Nothing equipped.,
165,Nothing equipped.,
166,Nothing equipped.,
167,Nothing equipped.,
168,Nothing equipped.,
169,Nothing equipped.,
170,Nothing equipped.,
171,Nothing equipped.,
172,Nothing equipped.,
173,Nothing equipped.,
174,Nothing equipped.,
175,Nothing equipped.,
176,Nothing equipped.,
177,Nothing equipped.,
178,Nothing equipped.,
179,Nothing equipped.,
180,Nothing equipped.,
181,Nothing equipped.,
182,Nothing equipped.,
183,Nothing equipped.,
184,Nothing equipped.,
185,Nothing equipped.,
186,Nothing equipped.,
187,Nothing equipped.,
188,Nothing equipped.,
189,Nothing equipped.,
190,Nothing equipped.,
191,Nothing equipped.,
192,Nothing equipped.,
193,Nothing equipped.,
194,Nothing equipped.,
195,Nothing equipped.,
196,Nothing equipped.,
197,Nothing equipped.,
198,Nothing equipped.,
199,Nothing equipped.,
200,Nothing equipped.,
201,Nothing equipped.,
202,Nothing equipped.,
203,Nothing equipped.,
204,0,
205,0,
206,0,
207,0,
208,0,
209,0,
210,0,
211,0,
212,0,
213,0,
214,0,
215,0,
216,0,
217,0,
218,0,
219,0,
220,0,
221,0,
222,0,
223,0,
224,0,
225,Nothing equipped.,
226,Nothing equipped.,
227,Nothing equipped.,
228,Nothing equipped.,
229,Nothing equipped.,
230,Nothing equipped.,
231,Nothing equipped.,
232,Nothing equipped.,
233,Nothing equipped.,
234,Nothing equipped.,
235,Nothing equipped.,
236,Nothing equipped.,
237,Nothing equipped.,
238,Nothing equipped.,
239,Nothing equipped.,
240,Nothing equipped.,
241,Nothing equipped.,
242,Nothing equipped.,
243,Nothing equipped.,
244,Nothing equipped.,
245,Nothing equipped.,
246,Nothing equipped.,
247,Nothing equipped.,
248,Nothing equipped.,
249,Nothing equipped.,
250,Nothing equipped.,
251,Nothing equipped.,
252,Nothing equipped.,
253,Nothing equipped.,
254,Nothing equipped.,
255,Nothing equipped.,
256,Nothing equipped.,
257,0,
258,長い年月を経て硬化した巨大{j}などんぐりを加工して作られ{j}た胴防具。希少価値が高い。,
259,雌火竜の素材が使用された{j}胴防具。気品を醸し出す、{j}優雅な装いには定評がある。,
260,空の支配者の寵愛を受けた{j}胴防具。身にまとった姿は、{j}憧れと尊敬の対象となる。,
261,ディアブロスの素材で作られ{j}た胴防具。凄まじい威圧感を{j}与えるが、仲間だと心強い。,
262,ティガレックスの素材を使用{j}し、防御力だけでなく、俊敏{j}な動きも考慮された胴防具。,
263,覇竜の素材を使った胴防具。{j}その豪壮にして堅固なる装甲{j}は、常闇の輝きを鈍く放つ。,
264,ドスファンゴをモチーフにし{j}た胴防具。猛々しい雰囲気を{j}醸しつつも、製法は細かい。,
265,自分だけでなく、他者も守る{j}精神を意識させる胴防具。細{j}かな装飾が気品を感じさせる。,
266,古びた骨を削り出して加工し{j}た胴防具。野性味溢れ、狩り{j}もワイルドになるらしい。,
267,複数の鉱石を混ぜ合わせて製{j}作した胴防具。手軽に作れて{j}扱いやすいため愛用者が多い。,
268,フルフルの素材で作られた胴{j}防具。使用者は攻撃より、献{j}身的なサポートが得意だとか。,
269,天を裂く雷で編まれたという{j}逸話を持つ胴防具。破損とは{j}無縁とまで噂される至高の品。,
270,金獅子の素材を使った胴防具。{j}夜闇に溶け込めるが、日中は{j}逆に目立ってしまうことも。,
271,怪鳥の素材から作られた胴防{j}具。ふかふかとした着心地も{j}最高だと、もっぱらの噂。,
272,鋼龍の素材で作られた胴防具。{j}外界からの接触を拒むような{j}圧倒的な防御力を誇るという。,
273,炎王龍の素材から作り出した{j}胴防具。隠しても隠し切れぬ{j}気品が周囲の者を圧倒する。,
274,水竜の素材を使用した胴防具。{j}使用者を包み込むように覆い、{j}外部の衝撃から保護している。,
275,青怪鳥を模した胴防具。翼は{j}あるが、むやみに飛び降りな{j}いよう注意を促されている。,
276,桜火竜の素材で作られた胴防{j}具。舞い散る花びらのような{j}色彩が、見る者の目を奪う。,
277,金火竜の素材から作られた胴{j}防具。その威厳の前では多く{j}の獣人族がマタタビを捧げる。,
278,赤きフルフルの素材で作られ{j}た胴防具。身にまとうと、献{j}身的かつ攻撃的になるとか。,
279,蒼き空の王を象徴する胴防具。{j}夜空に溶け込む深い色は、見{j}る者に憧憬の念を抱かせる。,
280,銀の太陽が姿を変えた胴防具。{j}陽光をこの一点に集めたよう{j}な輝きが、数多の心を捉える。,
281,黒角竜の素材で作られた胴防{j}具。威圧感とともに、どこか{j}優しさも感じさせるという。,
282,翠水竜の素材を使用した胴防{j}具。水や空気の抵抗を抑え、{j}想像以上の動きが可能に…？,
283,棘竜の素材を使い、衝撃から{j}身を守るため開発された胴防{j}具。安心して転倒できるかも。,
284,棘茶竜の素材を使い、衝撃か{j}ら身を守るため開発された胴{j}防具。精神的な衝撃には無力。,
285,衝撃から身を守るため、棘白{j}竜の素材を使った胴防具。カ{j}ジキマグロで刺されても平気。,
286,登った木の上から降りるのが{j}苦手な獣人族が、弱点克服を{j}夢見て考案したという胴防具。,
287,屋根の上から飛び降りるのが{j}苦手な獣人族が、飛翔を夢見{j}て考案したという胴防具。,
288,崖の上からでも飛べるのでは{j}ないかと夢想した獣人族が、{j}空に憧れて考案した胴防具。,
289,愛嬌のある溶岩竜をイメージ{j}したところ、周囲との距離が{j}できたという不思議な胴防具。,
290,究極の美を追求した職人が、{j}己が感性を余すことなく注ぎ、{j}世に衝撃を与えた胴防具。,
291,ベルキュロスの素材を使用し{j}た胴防具。防御力だけでなく{j}軽量化まで計算された逸品。,
292,根強い愛好者がいる胴防具。{j}他の防具を入手しても、記念{j}に保管しておくほどだとか。,
293,ゴゴモアの素材を用いて{j}作成された胴防具。{j}猛々しさが感じられる。,
294,装備すると知的に見える{j}胴防具。実際に胴がよく{j}なるかは謎である。,
295,とある冒険譚に憧れて親方{j}に作ってもらった胴防具。{j}さあ、気合を入れて出発だ！,
296,とある冒険譚に憧れて親方{j}に作ってもらった胴防具。{j}さあ、気合を入れて出発だ！,
297,とある冒険譚に憧れて親方{j}に作ってもらった胴防具。{j}さあ、気合を入れて出発だ！,
298,とある冒険譚に憧れて親方{j}に作ってもらった胴防具。{j}さあ、気合を入れて出発だ！,
299,風翔龍の素材を使用{j}して作成された胴防具。{j}鉄壁の防御を誇る。,
300,尾晶蠍の素材を用いて{j}作成された胴防具。結晶で{j}できた装飾品がアクセント。,
301,灰晶蠍の素材を用いて作成{j}された胴防具。見た目だけで{j}はなく性能も高い。,
302,ドラギュロスの素材を用いた{j}胴防具。動きやすさを重視{j}して作られている。,
303,響狼の素材から作られた{j}胴防具。しなやかな生地で{j}着心地がとてもいい。,
304,響狼の素材から作られた{j}胴防具。軽装だが防御力に{j}も優れている。,
305,天廊でのみ得られる素材と{j}新技術を融合して作られた、{j}不思議な魅力を持つ胴防具。,
306,騎士を思わせるような立派な{j}胴防具。歩くたびに背中の{j}マントが颯爽となびく。,
307,動きやすさ抜群のパートニャー{j}専用水着。付属の浮き輪でカナ{j}ヅチの貴方も安心！？,
308,強気な態度を演出する珍しい{j}デザインの羽織物。長時間装{j}着するとワルと呼ばれるかも。,
309,情熱的な赤を基調にデザイン{j}された西洋風の胴防具。{j}尻尾のフサフサが特徴的。,
310,気品ある青を基調にデザイン{j}された西洋風の胴防具。{j}尻尾のフサフサが特徴的。,
311,炎妃龍の風格を漂わせる、{j}贅沢な胴防具。隠しても{j}隠しきれぬ気品が漂う。,
312,希少な鉱石を混ぜ合わせて{j}製作した胴防具。中級ニャ{j}向けに改良されている。,
313,タル爆弾をリサイクルして{j}作られた環境に優しい防具。{j}若干歩きにくい…？,
314,大きな鈴のついた胴防具。{j}見た目だけで音は鳴らない。{j}キュロットとセット。,
315,大きな鈴のついた胴防具。{j}ふんわり身体を包み込む。{j}キュロットとセット。,
316,別世界の弓兵が身に纏ってい{j}る服装を獣人族用に模した{j}胴防具。,
317,別世界の騎士王が、自らの魔{j}力で編んで纏う鎧の胴鎧を{j}獣人族用に模した胴防具。,
318,動きやすさに特化した胴防具。{j}素早く獲物を狩るのにうって{j}つけの逸品。,
319,異世界に住む新種の生物を{j}模した胴防具。獣人族に{j}合わせて作られた。,
320,制覇を成し遂げたハンターに{j}贈られるおめでたい半被。{j}東の国で作られたもの。,
321,東の国から来た職人が{j}手がけたという半被。{j}通気性のいいもの。,
322,Nothing equipped.,
323,Nothing equipped.,
324,Nothing equipped.,
325,Nothing equipped.,
326,Nothing equipped.,
327,Nothing equipped.,
328,Nothing equipped.,
329,着用すると気分が向上し、{j}つい踊りたくなるという胴{j}防具。フィーニャー！,
330,ゼルレウスの素材を贅沢に{j}使用して作られた胴防具。{j}美しい輝きがもちあじ。,
331,ポカラドンの体を模した{j}胴防具。内部は柔らかく、{j}着心地がいいと評判。,
332,川遊びが好きな職人が{j}カエルに似せて作った{j}胴防具。,
333,川遊びが好きな職人が{j}カエルに似せて作った{j}胴防具。,
334,青い大魚を背負った東の{j}国のシャツ。残念ながら{j}食べられない。,
335,赤い大魚を背負った東の{j}国のシャツ。残念ながら{j}食べられない。,
336,黒い大魚を背負った東の{j}国のシャツ。残念ながら{j}食べられない。,
337,闇夜を総べる騎士団に{j}属する獣人族のために{j}造られた胴防具。,
338,大巌竜に焦がれた職人が、{j}己の相棒のために作った{j}胴防具。,
339,巨体を持つ荒々しい大巌竜を{j}獣人族用に愛らしくかつ{j}クールに仕立てた胴防具。,
340,獰竜の素材をハードボイルド{j}に仕立て上げた胴防具。{j}狩猟への闘志が燃え上がる。,
341,氷獰竜の素材をハードボイ{j}ルドに仕立て上げた胴防具。{j}不思議と心が落ち着くらしい。,
342,異国の民族衣装を模した{j}とされる獣人族の胴防具。{j}高級な質感。,
343,狩人祭好きな職人による{j}勝ちネコモドキの胴防具。{j}勝利を勝ち取るのニャ！,
344,古代の技法を使用し獣人{j}族用に作られた胴防具。{j}非常に動きやすいらしい。,
345,キャラバンの民に協力して{j}いく中で作られた獣人族{j}用の胴防具。,
346,異国の特殊機関により造られ{j}た、獣人族用の胴防具。{j}温かく保温性に長けている。,
347,異国の民族衣装を模した{j}とされる獣人族の胴防具。{j}花の香りがするらしい。,
348,タル爆弾をリサイクルして{j}作られた環境に優しい防具。{j}アイテムも収納できるらしい。,
349,グークのもっちりボディが{j}チャーミングな獣人族の{j}胴防具。ふわふわ。,
350,東ヨリ日出ヅルクニヨリ千歳{j}ニ渡リ受ケ継ガレシ獣人族の{j}胴用装備。,
351,革命と進化を掲げた某国の{j}騎士団の防具を模した、{j}獣人族用の胴防具。,
352,複雑な機構を有した胴防具。{j}異世界の技術によって開発{j}された。,
353,英雄と呼ばれた狩人の相棒の{j}衣服を模した胴防具。お嬢と{j}呼ばれセレブであったそうだ。,
354,英雄と呼ばれた狩人の相棒の{j}衣服を模した胴防具。お嬢と{j}呼ばれセレブであったそうだ。,
355,英雄と呼ばれた狩人の相棒の{j}衣服を模した胴防具。お嬢と{j}呼ばれセレブであったそうだ。,
356,英雄と呼ばれた狩人の相棒の{j}衣服を模した胴防具。お嬢と{j}呼ばれセレブであったそうだ。,
357,英雄と呼ばれた狩人の相棒の{j}衣服を模した胴防具。お嬢と{j}呼ばれセレブであったそうだ。,
358,英雄と呼ばれた狩人の相棒の{j}衣服を模した胴防具。お嬢と{j}呼ばれセレブであったそうだ。,
359,英雄と呼ばれた狩人の相棒の{j}衣服を模した胴防具。お嬢と{j}呼ばれセレブであったそうだ。,
360,英雄と呼ばれた狩人の相棒の{j}衣服を模した胴防具。お嬢と{j}呼ばれセレブであったそうだ。,
361,英雄と呼ばれた狩人の相棒の{j}衣服を模した胴防具。お嬢と{j}呼ばれセレブであったそうだ。,
362,英雄と呼ばれた狩人の相棒の{j}衣服を模した胴防具。お嬢と{j}呼ばれセレブであったそうだ。,
363,英雄と呼ばれた狩人の相棒の{j}衣服を模した胴防具。お嬢と{j}呼ばれセレブであったそうだ。,
364,英雄と呼ばれた狩人の相棒の{j}衣服を模した胴防具。お嬢と{j}呼ばれセレブであったそうだ。,
365,自らを万能の天才と謳う、{j}男装の少女の衣服を獣人{j}族用に模した胴防具。,
366,救世主、あるいは聖女と呼ば{j}れた少女の衣服を獣人族用{j}に模した胴防具。,
367,とある怪傑の衣服を獣人{j}族用に模した胴防具。{j}この世に悪は栄えないニャ！,
368,でか焼鳥を販売している{j}店員の服を獣人族用に{j}模した胴防具。,
369,別世界の小さな生き物を{j}模した獣人族用の胴防具。{j}可愛くなること間違いなし！,
370,Nothing equipped.,
371,Nothing equipped.,
372,Nothing equipped.,
373,Nothing equipped.,
374,Nothing equipped.,
375,Nothing equipped.,
376,Nothing equipped.,
377,Nothing equipped.,
378,Nothing equipped.,
379,Nothing equipped.,
380,Nothing equipped.,
381,Nothing equipped.,
382,Nothing equipped.,
383,Nothing equipped.,
384,Nothing equipped.,
385,Nothing equipped.,
386,Nothing equipped.,
387,Nothing equipped.,
388,Nothing equipped.,
389,Nothing equipped.,
390,Nothing equipped.,
391,Nothing equipped.,
392,Nothing equipped.,
393,Nothing equipped.,
394,Nothing equipped.,
395,Nothing equipped.,
396,Nothing equipped.,
397,Nothing equipped.,
398,Nothing equipped.,
399,Nothing equipped.,
400,Nothing equipped.,
401,Nothing equipped.,
402,Nothing equipped.,
403,Nothing equipped.,
404,Nothing equipped.,
405,Nothing equipped.,
406,Nothing equipped.,
407,Nothing equipped.,
408,Nothing equipped.,
409,Nothing equipped.,
410,Nothing equipped.,
411,Nothing equipped.,
412,Nothing equipped.,
413,Nothing equipped.,
414,Nothing equipped.,
415,Nothing equipped.,
416,Nothing equipped.,
417,Nothing equipped.,
418,Nothing equipped.,
419,Nothing equipped.,
420,Nothing equipped.,
421,Nothing equipped.,
422,Nothing equipped.,
423,Nothing equipped.,
424,Nothing equipped.,
425,Nothing equipped.,
426,Nothing equipped.,
427,Nothing equipped.,
428,Nothing equipped.,
429,Nothing equipped.,
430,Nothing equipped.,
431,Nothing equipped.,
432,Nothing equipped.,
433,Nothing equipped.,
434,Nothing equipped.,
435,Nothing equipped.,
436,Nothing equipped.,
437,Nothing equipped.,
438,Nothing equipped.,
439,Nothing equipped.,
440,Nothing equipped.,
441,Nothing equipped.,
442,Nothing equipped.,
443,Nothing equipped.,
444,Nothing equipped.,
445,Nothing equipped.,
446,Nothing equipped.,
447,Nothing equipped.,
448,Nothing equipped.,
449,Nothing equipped.,
450,Nothing equipped.,
451,Nothing equipped.,
452,Nothing equipped.,
453,Nothing equipped.,
454,Nothing equipped.,
455,Nothing equipped.,
456,Nothing equipped.,
457,Nothing equipped.,
458,Nothing equipped.,
459,Nothing equipped.,
460,Nothing equipped.,
461,Nothing equipped.,
462,Nothing equipped.,
463,Nothing equipped.,
464,Nothing equipped.,
465,Nothing equipped.,
466,Nothing equipped.,
467,Nothing equipped.,
468,Nothing equipped.,
469,Nothing equipped.,
470,Nothing equipped.,
471,Nothing equipped.,
472,Nothing equipped.,
473,Nothing equipped.,
474,Nothing equipped.,
475,Nothing equipped.,
476,Nothing equipped.,
477,Nothing equipped.,
478,Nothing equipped.,
479,Nothing equipped.,
480,Nothing equipped.,
481,Nothing equipped.,
482,Nothing equipped.,
483,Nothing equipped.,
484,Nothing equipped.,
485,Nothing equipped.,
486,Nothing equipped.,
487,Nothing equipped.,
488,Nothing equipped.,
489,Nothing equipped.,
490,Nothing equipped.,
491,Nothing equipped.,
492,Nothing equipped.,
493,Nothing equipped.,
494,Nothing equipped.,
495,Nothing equipped.,
496,Nothing equipped.,
497,Nothing equipped.,
498,Nothing equipped.,
499,Nothing equipped.,
500,Nothing equipped.,
501,Nothing equipped.,
502,Nothing equipped.,
503,Nothing equipped.,
504,Nothing equipped.,
505,Nothing equipped.,
506,Nothing equipped.,
507,Nothing equipped.,
508,Nothing equipped.,
